     -1.03728956e+05      9.64967390e-04      2.04046020e-03
     -1.03034878e+05      9.64967390e-04      2.04046020e-03
     -1.02340804e+05      9.64967390e-04      2.04046020e-03
     -1.01646733e+05      9.64967390e-04      2.04046020e-03
     -1.00952665e+05      9.64967390e-04      2.04046020e-03
     -1.00258600e+05      9.64967390e-04      2.04046020e-03
     -9.95645391e+04      9.64967390e-04      2.04046020e-03
     -9.88704808e+04      9.64967390e-04      2.04046020e-03
     -9.81764259e+04      9.64967390e-04      2.04046020e-03
     -9.74823741e+04      9.64967390e-04      2.04046020e-03
     -9.67883255e+04      9.64967390e-04      2.04046020e-03
     -9.60942801e+04      9.64967390e-04      2.04046020e-03
     -9.54002380e+04      9.64967390e-04      2.04046020e-03
     -9.47061990e+04      9.64967390e-04      2.04046020e-03
     -9.40121633e+04      9.64967390e-04      2.04046020e-03
     -9.33181308e+04      9.64967390e-04      2.04046020e-03
     -9.26241015e+04      9.64967390e-04      2.04046020e-03
     -9.19300754e+04      9.64967390e-04      2.04046020e-03
     -9.12360525e+04      9.64967390e-04      2.04046020e-03
     -9.05420328e+04      9.64967390e-04      2.04046020e-03
     -8.98480163e+04      9.64967390e-04      2.04046020e-03
     -8.91540031e+04      9.64967390e-04      2.04046020e-03
     -8.84599930e+04      9.64967390e-04      2.04046020e-03
     -8.77659862e+04      9.64967390e-04      2.04046020e-03
     -8.70719825e+04      9.64967390e-04      2.04046020e-03
     -8.63779821e+04      9.64967390e-04      2.04046020e-03
     -8.56839849e+04      9.64967390e-04      2.04046020e-03
     -8.49899909e+04      9.64967390e-04      2.04046020e-03
     -8.42960001e+04      9.64967390e-04      2.04046020e-03
     -8.36020125e+04      9.64967390e-04      2.04046020e-03
     -8.29080282e+04      9.64967390e-04      2.04046020e-03
     -8.22140470e+04      9.64967390e-04      2.04046020e-03
     -8.15200690e+04      9.64967390e-04      2.04046020e-03
     -8.08260943e+04      9.64967390e-04      2.04046020e-03
     -8.01321228e+04      9.64967390e-04      2.04046020e-03
     -7.94381544e+04      9.64967390e-04      2.04046020e-03
     -7.87441893e+04      9.64967390e-04      2.04046020e-03
     -7.80502274e+04      9.64967390e-04      2.04046020e-03
     -7.73562687e+04      9.45055394e-04      2.01266160e-03
     -7.66623133e+04      8.13388238e-04      1.83828533e-03
     -7.59683610e+04      6.68169294e-04      1.73093098e-03
     -7.52744119e+04      4.45731281e-04      1.70659951e-03
     -7.45804661e+04      2.00223191e-04      1.68482840e-03
     -7.38865234e+04     -5.58713029e-05      1.66645752e-03
     -7.31925840e+04     -3.19534774e-04      1.65228022e-03
     -7.24986478e+04     -5.87552450e-04      1.64165310e-03
     -7.18047147e+04     -8.56591659e-04      1.63595072e-03
     -7.11107849e+04     -1.12328471e-03      1.63520795e-03
     -7.04168583e+04     -1.38431154e-03      1.63753652e-03
     -6.97229349e+04     -1.63647884e-03      1.64290698e-03
     -6.90290148e+04     -1.87788189e-03      1.64681317e-03
     -6.83350978e+04     -2.11978892e-03      1.65139840e-03
     -6.76411840e+04     -2.41284555e-03      1.65737682e-03
     -6.69472735e+04     -2.78675601e-03      1.64741706e-03
     -6.62533661e+04     -3.13976085e-03      1.63967798e-03
     -6.55594620e+04     -3.46688173e-03      1.62848205e-03
     -6.48655611e+04     -3.76355443e-03      1.61113894e-03
     -6.41716634e+04     -4.02561449e-03      1.59373692e-03
     -6.34777689e+04     -4.24903252e-03      1.57378261e-03
     -6.27838776e+04     -4.43028399e-03      1.55317174e-03
     -6.20899895e+04     -4.56813612e-03      1.53591015e-03
     -6.13961046e+04     -4.66125545e-03      1.52111374e-03
     -6.07022229e+04     -4.70906153e-03      1.50996430e-03
     -6.00083445e+04     -4.71173578e-03      1.50598130e-03
     -5.93144692e+04     -4.67020361e-03      1.50323111e-03
     -5.86205972e+04     -4.58595745e-03      1.51162367e-03
     -5.79267284e+04     -4.46072033e-03      1.53332632e-03
     -5.72328627e+04     -4.29744843e-03      1.56197130e-03
     -5.65390003e+04     -4.10135907e-03      1.59734862e-03
     -5.58451411e+04     -3.87682530e-03      1.63158729e-03
     -5.51512851e+04     -3.62868447e-03      1.65734676e-03
     -5.44574324e+04     -3.36215424e-03      1.67328402e-03
     -5.37635828e+04     -3.08273581e-03      1.67868277e-03
     -5.30697364e+04     -2.79612349e-03      1.67248734e-03
     -5.23758932e+04     -2.50819865e-03      1.65346031e-03
     -5.16820533e+04     -2.22501554e-03      1.62944871e-03
     -5.09882166e+04     -1.95218497e-03      1.60310709e-03
     -5.02943830e+04     -1.69486915e-03      1.57526935e-03
     -4.96005527e+04     -1.45780566e-03      1.55191262e-03
     -4.89067256e+04     -1.24520283e-03      1.53290040e-03
     -4.82129017e+04     -1.06066581e-03      1.51992021e-03
     -4.75190810e+04     -9.07305013e-04      1.51579542e-03
     -4.68252635e+04     -7.87893543e-04      1.51394094e-03
     -4.61314492e+04     -7.03663404e-04      1.51438288e-03
     -4.54376381e+04     -6.54125634e-04      1.51646688e-03
     -4.47438303e+04     -6.38765266e-04      1.52201865e-03
     -4.40500256e+04     -6.56250796e-04      1.52910738e-03
     -4.33562242e+04     -7.04479871e-04      1.53437936e-03
     -4.26624259e+04     -7.80660884e-04      1.53962443e-03
     -4.19686309e+04     -8.81514767e-04      1.54384221e-03
     -4.12748391e+04     -1.00341958e-03      1.55051282e-03
     -4.05810505e+04     -1.14169489e-03      1.55852528e-03
     -3.98872651e+04     -1.29132188e-03      1.56836741e-03
     -3.91934829e+04     -1.44766319e-03      1.57861006e-03
     -3.84997039e+04     -1.60613746e-03      1.59070703e-03
     -3.78059281e+04     -1.76235848e-03      1.60519306e-03
     -3.71121556e+04     -1.91226080e-03      1.62041685e-03
     -3.64183862e+04     -2.05217081e-03      1.63356932e-03
     -3.57246200e+04     -2.17884511e-03      1.64403624e-03
     -3.50308571e+04     -2.28978601e-03      1.65843083e-03
     -3.43370974e+04     -2.38329747e-03      1.70286376e-03
     -3.36433408e+04     -2.45828697e-03      1.77726593e-03
     -3.29495875e+04     -2.51432322e-03      1.83764857e-03
     -3.22558374e+04     -2.55159533e-03      1.88780467e-03
     -3.15620905e+04     -2.57082920e-03      1.93222669e-03
     -3.08683468e+04     -2.57305996e-03      1.97532963e-03
     -3.01746063e+04     -2.55943865e-03      2.02055681e-03
     -2.94808691e+04     -2.53199027e-03      2.07072229e-03
     -2.87871350e+04     -2.49278193e-03      2.12679806e-03
     -2.80934041e+04     -2.44352288e-03      2.18739099e-03
     -2.73996765e+04     -2.38581486e-03      2.24899855e-03
     -2.67059520e+04     -2.32098446e-03      2.30655050e-03
     -2.60122308e+04     -2.24994120e-03      2.35403194e-03
     -2.53185128e+04     -2.17283992e-03      2.38481112e-03
     -2.46247979e+04     -2.08892514e-03      2.39213882e-03
     -2.39310863e+04     -1.99827481e-03      2.37201690e-03
     -2.32373779e+04     -1.90012857e-03      2.32121569e-03
